Battery Power Target (kW)
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
23999.90957999957
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-7167.477302540261
-19353.664067971302
-25168.284142289915
-22189.587691883025
-14436.176188593367
-3576.6789869543645
10758.09439511579
23384.17203214974
28799.891496
28799.891496
149.81896096672756
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-2038.8603029580263
-5527.335939246601
-11512.139600306087
-23617.711499346842
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-30263.21138714523
-29057.810280400314
-29676.964043608088
-18305.40182198926
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
8742.542677400124
14965.254422650109
24863.05771455091
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
28799.891496
16828.898790897947
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1320.4800726114554
-18480.116241871976
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-31249.882265625
-5199.309498017066
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
