hydro
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
0.3143
