solar
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
10.093211101447348
16.581367095391037
25.12916201170802
39.77938794687082
50.48663591626864
77.5718552536178
95.20135281097149
103.73510025693756
99.59025911412888
88.48781579668794
73.09505745400462
52.599011128751066
34.59442955059421
19.001366802823576
19.66385989834814
21.44836000813388
25.11823902385397
37.11221502220871
46.499732811930514
58.18312872321117
63.07576649019882
65.90816512641648
68.09912757276038
71.06626873277459
76.23781220146513
85.04355892854633
102.5042792048351
123.69153895451156
142.1178824831962
162.64006652406812
179.3249356545068
191.93880474043138
199.5158861224831
204.4831202910076
205.58690503754264
203.15419898794
197.2573881828379
188.08970400893134
177.16812324989974
163.89888650497872
148.5297533094118
136.86086328146348
128.59812234361956
123.0741732289528
128.2676098157252
135.54396664842446
146.38938321024395
157.11426975008587
166.79823033178369
174.14939240641218
178.9632115110935
180.97357577307145
180.60998176779768
178.15817740883688
173.81765143350708
167.74704116057447
160.25998842196677
151.62064919727322
142.48731594005807
133.3782113051825
125.2832692479977
118.45251946249975
113.32167467038764
110.03323337102228
108.2285635557333
108.95260151030922
112.7582777098458
118.40109101312018
127.64384222927268
137.6809565376014
149.2113189677946
159.70134707739905
168.63176002173384
174.80355247453662
178.6858465125632
180.28881287529404
180.46598945899768
180.00323627980202
179.6905460443305
180.37063813242392
182.6194944115804
185.7328805513786
188.68616957229008
190.45711545168575
189.8418593136618
185.70197679195954
178.81710279593707
167.75890730786787
153.6164160180282
136.65882302691247
122.17015796263269
105.54877783617435
96.22586669446473
86.2193435359005
83.42334404525471
83.85003130580628
91.54488107802004
98.41446419377478
112.79533099342477
124.47657944167264
138.07315918839737
149.22633184282668
157.73715819041
161.2032525557425
161.83190537241916
158.7616683607911
153.02715851049467
145.5018901274854
136.97986336140266
128.25079867145172
119.87523564946808
114.07257247535043
104.7860229463014
92.80387868210032
73.26076448869033
49.32746292041463
40.17692831262899
25.96318327726785
17.662788055443066
9.991435764606956
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
-0.006279372
