Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,222628,-,-,-,32.73,-117.18,-8,21,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Surface Albedo,Wind Speed,Pressure
2012,1,1,0,0,15.600000000000001,0,0,0,0.14,3.8000000000000003,1017
2012,1,1,0,30,15.5,0,0,0,0.14,3.9000000000000004,1017
2012,1,1,1,0,15.4,0,0,0,0.14,4,1017
2012,1,1,1,30,15.4,0,0,0,0.14,4,1017
2012,1,1,2,0,15.3,0,0,0,0.14,4.1000000000000005,1017
2012,1,1,2,30,15.200000000000001,0,0,0,0.14,4.1000000000000005,1017
2012,1,1,3,0,15.100000000000001,0,0,0,0.14,4.2,1017
2012,1,1,3,30,15.100000000000001,0,0,0,0.14,4.2,1017
2012,1,1,4,0,15,0,0,0,0.14,4.1000000000000005,1017
2012,1,1,4,30,14.9,0,0,0,0.14,4.1000000000000005,1017
2012,1,1,5,0,14.9,0,0,0,0.14,4.1000000000000005,1018
2012,1,1,5,30,14.8,0,0,0,0.14,4.1000000000000005,1018
2012,1,1,6,0,14.8,0,0,0,0.14,4,1018
2012,1,1,6,30,15.3,0,0,0,0.14,4.1000000000000005,1019
2012,1,1,7,0,15.8,11,14,140,0.14,4.1000000000000005,1019
2012,1,1,7,30,16.8,33,82,443,0.14,4.2,1019
2012,1,1,8,0,17.8,71,72,6,0.14,4.3,1020
2012,1,1,8,30,18.7,113,142,102,0.14,4,1020
2012,1,1,9,0,19.6,146,215,195,0.14,3.8000000000000003,1020
2012,1,1,9,30,20.6,73,423,836,0.14,3.6,1020
2012,1,1,10,0,21.5,66,494,907,0.14,3.4000000000000004,1019
2012,1,1,10,30,22.200000000000003,203,398,380,0.14,3.2,1019
2012,1,1,11,0,22.900000000000002,70,582,942,0.14,2.9000000000000004,1018
2012,1,1,11,30,23.3,71,602,949,0.14,2.7,1018
2012,1,1,12,0,23.8,233,437,363,0.14,2.6,1018
2012,1,1,12,30,24,230,423,350,0.14,2.4000000000000004,1017
2012,1,1,13,0,24.200000000000003,73,564,927,0.14,2.3000000000000003,1017
2012,1,1,13,30,24.1,70,520,909,0.14,2.3000000000000003,1017
2012,1,1,14,0,23.900000000000002,68,461,880,0.14,2.2,1017
2012,1,1,14,30,23.1,151,268,301,0.14,1.9000000000000001,1017
2012,1,1,15,0,22.200000000000003,119,211,288,0.14,1.6,1017
2012,1,1,15,30,22.200000000000003,50,218,700,0.14,1.6,1017
2012,1,1,16,0,19,38,127,573,0.14,1.4000000000000001,1018
2012,1,1,16,30,18.1,22,44,346,0.14,1.4000000000000001,1018
2012,1,1,17,0,17.3,0,0,0,0.14,1.4000000000000001,1018
2012,1,1,17,30,16.8,0,0,0,0.14,1.3,1019
2012,1,1,18,0,16.400000000000002,0,0,0,0.14,1.3,1019
2012,1,1,18,30,16.1,0,0,0,0.14,1.3,1019
2012,1,1,19,0,15.9,0,0,0,0.14,1.3,1019
2012,1,1,19,30,15.700000000000001,0,0,0,0.14,1.3,1019
2012,1,1,20,0,15.600000000000001,0,0,0,0.14,1.3,1019
2012,1,1,20,30,15.5,0,0,0,0.14,1.3,1020
2012,1,1,21,0,15.5,0,0,0,0.14,1.3,1020
2012,1,1,21,30,15.4,0,0,0,0.14,1.4000000000000001,1020
2012,1,1,22,0,15.4,0,0,0,0.14,1.4000000000000001,1020
2012,1,1,22,30,15.3,0,0,0,0.14,1.5,1019
2012,1,1,23,0,15.200000000000001,0,0,0,0.14,1.6,1019
2012,1,1,23,30,15.200000000000001,0,0,0,0.14,1.6,1019
2012,1,2,0,0,15.100000000000001,0,0,0,0.14,1.7000000000000002,1019
2012,1,2,0,30,15,0,0,0,0.14,1.7000000000000002,1019
2012,1,2,1,0,14.9,0,0,0,0.14,1.7000000000000002,1019
2012,1,2,1,30,14.700000000000001,0,0,0,0.14,1.7000000000000002,1019
2012,1,2,2,0,14.600000000000001,0,0,0,0.14,1.7000000000000002,1019
2012,1,2,2,30,14.5,0,0,0,0.14,1.8,1019
2012,1,2,3,0,14.4,0,0,0,0.14,1.8,1019
2012,1,2,3,30,14.4,0,0,0,0.14,1.9000000000000001,1019
2012,1,2,4,0,14.3,0,0,0,0.14,2,1019
2012,1,2,4,30,14.3,0,0,0,0.14,2.2,1019
2012,1,2,5,0,14.3,0,0,0,0.14,2.4000000000000004,1019
2012,1,2,5,30,14.4,0,0,0,0.14,2.6,1020
2012,1,2,6,0,14.5,0,0,0,0.14,2.8000000000000003,1020
2012,1,2,6,30,15.200000000000001,0,0,0,0.14,3,1020
2012,1,2,7,0,15.9,6,6,0,0.14,3.2,1020
2012,1,2,7,30,17.2,39,52,115,0.14,3.5,1021
2012,1,2,8,0,18.5,76,102,131,0.14,3.8000000000000003,1021
2012,1,2,8,30,19.3,58,265,736,0.14,3.7,1021
2012,1,2,9,0,20.200000000000003,65,351,806,0.14,3.6,1021
2012,1,2,9,30,21.1,70,428,853,0.14,3.3000000000000003,1021
2012,1,2,10,0,22,76,492,879,0.14,3,1021
2012,1,2,10,30,22.400000000000002,79,544,902,0.14,2.6,1020
2012,1,2,11,0,22.900000000000002,81,581,919,0.14,2.2,1019
2012,1,2,11,30,23,82,602,926,0.14,2.1,1019
2012,1,2,12,0,23.200000000000003,83,606,927,0.14,2,1018
2012,1,2,12,30,23.1,230,426,355,0.14,2.1,1018
2012,1,2,13,0,23,77,567,923,0.14,2.1,1018
2012,1,2,13,30,22.700000000000003,74,521,900,0.14,2.2,1018
2012,1,2,14,0,22.400000000000002,72,462,869,0.14,2.2,1018
2012,1,2,14,30,21.6,67,391,830,0.14,2.1,1018
2012,1,2,15,0,20.8,62,309,770,0.14,1.9000000000000001,1018
2012,1,2,15,30,20.8,53,219,685,0.14,1.9000000000000001,1018
2012,1,2,16,0,18.5,41,128,553,0.14,1.9000000000000001,1018
2012,1,2,16,30,17.7,23,45,325,0.14,1.9000000000000001,1018
2012,1,2,17,0,16.900000000000002,0,0,0,0.14,1.9000000000000001,1019
2012,1,2,17,30,16.6,0,0,0,0.14,1.9000000000000001,1019
2012,1,2,18,0,16.2,0,0,0,0.14,1.9000000000000001,1019
2012,1,2,18,30,16,0,0,0,0.14,1.8,1019
2012,1,2,19,0,15.700000000000001,0,0,0,0.14,1.7000000000000002,1020
2012,1,2,19,30,15.600000000000001,0,0,0,0.14,1.6,1020
2012,1,2,20,0,15.5,0,0,0,0.14,1.5,1020
2012,1,2,20,30,15.4,0,0,0,0.14,1.5,1020
2012,1,2,21,0,15.4,0,0,0,0.14,1.4000000000000001,1020
2012,1,2,21,30,15.5,0,0,0,0.14,1.4000000000000001,1020
2012,1,2,22,0,15.5,0,0,0,0.14,1.4000000000000001,1020
2012,1,2,22,30,15.600000000000001,0,0,0,0.14,1.4000000000000001,1020
2012,1,2,23,0,15.700000000000001,0,0,0,0.14,1.4000000000000001,1020
2012,1,2,23,30,15.700000000000001,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,0,0,15.8,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,0,30,15.9,0,0,0,0.14,1.4000000000000001,1019
2012,1,3,1,0,16,0,0,0,0.14,1.4000000000000001,1019
2012,1,3,1,30,16.2,0,0,0,0.14,1.4000000000000001,1019
2012,1,3,2,0,16.3,0,0,0,0.14,1.3,1019
2012,1,3,2,30,16.400000000000002,0,0,0,0.14,1.3,1019
2012,1,3,3,0,16.5,0,0,0,0.14,1.3,1019
2012,1,3,3,30,16.5,0,0,0,0.14,1.3,1019
2012,1,3,4,0,16.5,0,0,0,0.14,1.3,1019
2012,1,3,4,30,16.5,0,0,0,0.14,1.3,1020
2012,1,3,5,0,16.400000000000002,0,0,0,0.14,1.3,1020
2012,1,3,5,30,16.3,0,0,0,0.14,1.3,1020
2012,1,3,6,0,16.2,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,6,30,16.6,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,7,0,17,5,5,0,0.14,1.4000000000000001,1020
2012,1,3,7,30,18.2,39,54,138,0.14,1.6,1020
2012,1,3,8,0,19.3,76,92,81,0.14,1.8,1020
2012,1,3,8,30,20.1,112,155,151,0.14,1.9000000000000001,1020
2012,1,3,9,0,20.900000000000002,138,238,282,0.14,2,1020
2012,1,3,9,30,21.700000000000003,68,421,841,0.14,1.9000000000000001,1020
2012,1,3,10,0,22.5,74,484,866,0.14,1.8,1020
2012,1,3,10,30,23.3,77,535,889,0.14,1.7000000000000002,1020
2012,1,3,11,0,24,79,571,902,0.14,1.6,1019
2012,1,3,11,30,24.5,225,447,396,0.14,1.5,1019
2012,1,3,12,0,24.900000000000002,234,440,365,0.14,1.5,1018
2012,1,3,12,30,25,80,586,910,0.14,1.6,1018
2012,1,3,13,0,25.1,78,558,901,0.14,1.6,1018
2012,1,3,13,30,25,75,515,882,0.14,1.7000000000000002,1018
2012,1,3,14,0,24.8,181,324,317,0.14,1.8,1018
2012,1,3,14,30,24,156,267,283,0.14,1.7000000000000002,1018
2012,1,3,15,0,23.200000000000003,128,199,219,0.14,1.7000000000000002,1018
2012,1,3,15,30,23.200000000000003,52,219,683,0.14,1.7000000000000002,1018
2012,1,3,16,0,20.1,41,128,548,0.14,1.7000000000000002,1018
2012,1,3,16,30,19,23,46,327,0.14,1.8,1019
2012,1,3,17,0,18,0,0,0,0.14,1.9000000000000001,1019
2012,1,3,17,30,17.5,0,0,0,0.14,2,1019
2012,1,3,18,0,17,0,0,0,0.14,2,1019
2012,1,3,18,30,16.7,0,0,0,0.14,2,1020
2012,1,3,19,0,16.5,0,0,0,0.14,2,1020
2012,1,3,19,30,16.3,0,0,0,0.14,1.9000000000000001,1020
2012,1,3,20,0,16.2,0,0,0,0.14,1.8,1020
2012,1,3,20,30,16.2,0,0,0,0.14,1.6,1020
2012,1,3,21,0,16.1,0,0,0,0.14,1.5,1020
2012,1,3,21,30,16.1,0,0,0,0.14,1.5,1020
2012,1,3,22,0,16.1,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,22,30,16,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,23,0,16,0,0,0,0.14,1.4000000000000001,1020
2012,1,3,23,30,16,0,0,0,0.14,1.4000000000000001,1020
2012,1,4,0,0,16,0,0,0,0.14,1.4000000000000001,1019
2012,1,4,0,30,16.1,0,0,0,0.14,1.4000000000000001,1019
2012,1,4,1,0,16.1,0,0,0,0.14,1.3,1019
2012,1,4,1,30,16.2,0,0,0,0.14,1.3,1019
2012,1,4,2,0,16.2,0,0,0,0.14,1.3,1019
2012,1,4,2,30,16.2,0,0,0,0.14,1.3,1019
2012,1,4,3,0,16.1,0,0,0,0.14,1.3,1019
2012,1,4,3,30,16.1,0,0,0,0.14,1.3,1019
2012,1,4,4,0,16,0,0,0,0.14,1.3,1020
2012,1,4,4,30,16,0,0,0,0.14,1.3,1020
2012,1,4,5,0,16,0,0,0,0.14,1.2000000000000002,1020
2012,1,4,5,30,15.9,0,0,0,0.14,1.3,1020
2012,1,4,6,0,15.9,0,0,0,0.14,1.3,1021
2012,1,4,6,30,16.3,0,0,0,0.14,1.4000000000000001,1021
2012,1,4,7,0,16.7,11,15,190,0.14,1.6,1021
2012,1,4,7,30,18.2,30,85,497,0.14,2,1021
2012,1,4,8,0,19.700000000000003,43,176,665,0.14,2.4000000000000004,1021
2012,1,4,8,30,20.8,52,268,767,0.14,2.8000000000000003,1021
2012,1,4,9,0,21.900000000000002,59,355,833,0.14,3.1,1021
2012,1,4,9,30,22.700000000000003,63,432,878,0.14,3,1021
2012,1,4,10,0,23.400000000000002,66,499,911,0.14,2.9000000000000004,1021
2012,1,4,10,30,23.8,69,551,933,0.14,2.8000000000000003,1020
2012,1,4,11,0,24.3,72,588,944,0.14,2.6,1020
2012,1,4,11,30,24.6,73,609,951,0.14,2.4000000000000004,1020
2012,1,4,12,0,24.900000000000002,75,613,949,0.14,2.2,1019
2012,1,4,12,30,25,74,601,945,0.14,2.1,1019
2012,1,4,13,0,25.200000000000003,73,573,935,0.14,2.1,1019
2012,1,4,13,30,25,71,529,918,0.14,2,1019
2012,1,4,14,0,24.8,69,471,887,0.14,1.9000000000000001,1019
2012,1,4,14,30,24,64,399,850,0.14,1.7000000000000002,1019
2012,1,4,15,0,23.200000000000003,60,317,790,0.14,1.5,1019
2012,1,4,15,30,23.200000000000003,52,227,708,0.14,1.5,1019
2012,1,4,16,0,20,40,134,578,0.14,1.4000000000000001,1019
2012,1,4,16,30,19.1,24,49,357,0.14,1.5,1019
2012,1,4,17,0,18.1,0,0,0,0.14,1.6,1019
2012,1,4,17,30,17.7,0,0,0,0.14,1.6,1019
2012,1,4,18,0,17.3,0,0,0,0.14,1.6,1020
2012,1,4,18,30,17.1,0,0,0,0.14,1.7000000000000002,1020
2012,1,4,19,0,17,0,0,0,0.14,1.7000000000000002,1020
2012,1,4,19,30,16.900000000000002,0,0,0,0.14,1.7000000000000002,1020
2012,1,4,20,0,16.7,0,0,0,0.14,1.7000000000000002,1020
2012,1,4,20,30,16.7,0,0,0,0.14,1.8,1020
2012,1,4,21,0,16.7,0,0,0,0.14,1.8,1020
2012,1,4,21,30,16.8,0,0,0,0.14,2,1020
2012,1,4,22,0,16.8,0,0,0,0.14,2.1,1019
2012,1,4,22,30,16.7,0,0,0,0.14,2.1,1019
2012,1,4,23,0,16.6,0,0,0,0.14,2.2,1019
2012,1,4,23,30,16.5,0,0,0,0.14,2.1,1019
2012,1,5,0,0,16.400000000000002,0,0,0,0.14,2.1,1019
2012,1,5,0,30,16.400000000000002,0,0,0,0.14,2,1019
2012,1,5,1,0,16.3,0,0,0,0.14,1.9000000000000001,1019
2012,1,5,1,30,16.3,0,0,0,0.14,1.9000000000000001,1018
2012,1,5,2,0,16.2,0,0,0,0.14,1.9000000000000001,1018
2012,1,5,2,30,16.1,0,0,0,0.14,1.9000000000000001,1018
2012,1,5,3,0,16,0,0,0,0.14,1.9000000000000001,1018
2012,1,5,3,30,16,0,0,0,0.14,2,1018
2012,1,5,4,0,15.9,0,0,0,0.14,2,1018
2012,1,5,4,30,15.8,0,0,0,0.14,2,1018
2012,1,5,5,0,15.600000000000001,0,0,0,0.14,2,1018
2012,1,5,5,30,15.600000000000001,0,0,0,0.14,2,1018
2012,1,5,6,0,15.5,0,0,0,0.14,2.1,1018
2012,1,5,6,30,16,0,0,0,0.14,2.1,1018
2012,1,5,7,0,16.400000000000002,6,6,0,0.14,2.2,1018
2012,1,5,7,30,17.5,39,48,77,0.14,2.4000000000000004,1018
2012,1,5,8,0,18.6,75,86,55,0.14,2.6,1019
2012,1,5,8,30,19.5,113,146,118,0.14,2.8000000000000003,1019
2012,1,5,9,0,20.3,135,245,311,0.14,2.9000000000000004,1019
2012,1,5,9,30,20.900000000000002,72,426,840,0.14,2.7,1018
2012,1,5,10,0,21.5,75,493,881,0.14,2.5,1018
2012,1,5,10,30,22.1,78,545,904,0.14,2.3000000000000003,1017
2012,1,5,11,0,22.6,81,581,913,0.14,2,1017
2012,1,5,11,30,23,82,603,922,0.14,1.8,1016
2012,1,5,12,0,23.400000000000002,85,604,913,0.14,1.6,1016
2012,1,5,12,30,23.5,228,438,376,0.14,1.4000000000000001,1015
2012,1,5,13,0,23.700000000000003,83,564,895,0.14,1.3,1015
2012,1,5,13,30,23.700000000000003,81,521,877,0.14,1.3,1015
2012,1,5,14,0,23.6,78,463,845,0.14,1.2000000000000002,1014
2012,1,5,14,30,23,73,394,809,0.14,1.1,1014
2012,1,5,15,0,22.400000000000002,67,313,752,0.14,0.9,1014
2012,1,5,15,30,22.400000000000002,57,224,668,0.14,0.9,1014
2012,1,5,16,0,20.200000000000003,41,136,575,0.14,0.9,1014
2012,1,5,16,30,19.400000000000002,24,51,359,0.14,0.9,1014
2012,1,5,17,0,18.6,0,0,0,0.14,1,1014
2012,1,5,17,30,18.2,0,0,0,0.14,1.1,1014
2012,1,5,18,0,17.7,0,0,0,0.14,1.1,1014
2012,1,5,18,30,17.400000000000002,0,0,0,0.14,1.2000000000000002,1014
2012,1,5,19,0,17,0,0,0,0.14,1.2000000000000002,1014
2012,1,5,19,30,16.7,0,0,0,0.14,1.2000000000000002,1014
2012,1,5,20,0,16.3,0,0,0,0.14,1.3,1014
2012,1,5,20,30,16.1,0,0,0,0.14,1.3,1014
2012,1,5,21,0,15.9,0,0,0,0.14,1.3,1014
2012,1,5,21,30,15.8,0,0,0,0.14,1.3,1014
2012,1,5,22,0,15.700000000000001,0,0,0,0.14,1.2000000000000002,1014
2012,1,5,22,30,15.5,0,0,0,0.14,1.2000000000000002,1014
2012,1,5,23,0,15.4,0,0,0,0.14,1.1,1013
2012,1,5,23,30,15.4,0,0,0,0.14,1.1,1013
2012,1,6,0,0,15.3,0,0,0,0.14,1.1,1013
2012,1,6,0,30,15.4,0,0,0,0.14,1.1,1013
2012,1,6,1,0,15.4,0,0,0,0.14,1.2000000000000002,1013
2012,1,6,1,30,15.4,0,0,0,0.14,1.2000000000000002,1013
2012,1,6,2,0,15.4,0,0,0,0.14,1.2000000000000002,1013
2012,1,6,2,30,15.4,0,0,0,0.14,1.2000000000000002,1012
2012,1,6,3,0,15.5,0,0,0,0.14,1.2000000000000002,1012
2012,1,6,3,30,15.5,0,0,0,0.14,1.1,1012
2012,1,6,4,0,15.5,0,0,0,0.14,1,1013
2012,1,6,4,30,15.5,0,0,0,0.14,0.9,1013
2012,1,6,5,0,15.5,0,0,0,0.14,0.8,1013
2012,1,6,5,30,15.5,0,0,0,0.14,0.8,1013
2012,1,6,6,0,15.4,0,0,0,0.14,0.8,1013
2012,1,6,6,30,15.600000000000001,0,0,0,0.14,0.8,1013
2012,1,6,7,0,15.700000000000001,10,13,132,0.14,0.8,1014
2012,1,6,7,30,16.7,32,80,430,0.14,0.9,1014
2012,1,6,8,0,17.6,48,168,604,0.14,1,1014
2012,1,6,8,30,18.400000000000002,58,259,712,0.14,1,1014
2012,1,6,9,0,19.200000000000003,66,345,782,0.14,1,1015
2012,1,6,9,30,20,72,422,831,0.14,1,1014
2012,1,6,10,0,20.8,75,489,870,0.14,0.9,1014
2012,1,6,10,30,21.200000000000003,78,543,897,0.14,0.9,1014
2012,1,6,11,0,21.6,204,453,454,0.14,1,1013
2012,1,6,11,30,21.700000000000003,82,602,918,0.14,1.2000000000000002,1013
2012,1,6,12,0,21.8,232,453,387,0.14,1.4000000000000001,1012
2012,1,6,12,30,21.700000000000003,227,444,387,0.14,1.7000000000000002,1012
2012,1,6,13,0,21.6,83,567,899,0.14,1.9000000000000001,1012
2012,1,6,13,30,21.200000000000003,80,524,881,0.14,2.1,1012
2012,1,6,14,0,20.900000000000002,77,467,852,0.14,2.2,1012
2012,1,6,14,30,20.3,72,396,813,0.14,2.2,1012
2012,1,6,15,0,19.700000000000003,65,315,755,0.14,2.1,1012
2012,1,6,15,30,19.700000000000003,56,226,672,0.14,2.1,1012
2012,1,6,16,0,17.2,46,133,522,0.14,1.8,1012
2012,1,6,16,30,16.6,26,50,304,0.14,1.8,1012
2012,1,6,17,0,16,0,0,0,0.14,1.7000000000000002,1012
2012,1,6,17,30,15.8,0,0,0,0.14,1.5,1012
2012,1,6,18,0,15.5,0,0,0,0.14,1.3,1012
2012,1,6,18,30,15.3,0,0,0,0.14,1.1,1012
2012,1,6,19,0,15,0,0,0,0.14,0.9,1012
2012,1,6,19,30,14.8,0,0,0,0.14,0.9,1012
2012,1,6,20,0,14.600000000000001,0,0,0,0.14,0.8,1012
2012,1,6,20,30,14.4,0,0,0,0.14,0.8,1013
2012,1,6,21,0,14.200000000000001,0,0,0,0.14,0.9,1013
2012,1,6,21,30,13.9,0,0,0,0.14,1,1013
2012,1,6,22,0,13.700000000000001,0,0,0,0.14,1.1,1012
2012,1,6,22,30,13.4,0,0,0,0.14,1.2000000000000002,1012
2012,1,6,23,0,13.200000000000001,0,0,0,0.14,1.2000000000000002,1012
2012,1,6,23,30,13,0,0,0,0.14,1.2000000000000002,1012
2012,1,7,0,0,12.8,0,0,0,0.14,1.1,1012
2012,1,7,0,30,12.600000000000001,0,0,0,0.14,1.1,1012
2012,1,7,1,0,12.3,0,0,0,0.14,1.1,1012
2012,1,7,1,30,12.100000000000001,0,0,0,0.14,1.2000000000000002,1012
2012,1,7,2,0,11.8,0,0,0,0.14,1.2000000000000002,1012
2012,1,7,2,30,11.5,0,0,0,0.14,1.1,1012
2012,1,7,3,0,11.3,0,0,0,0.14,1.1,1012
2012,1,7,3,30,11.100000000000001,0,0,0,0.14,1,1012
2012,1,7,4,0,10.9,0,0,0,0.14,0.9,1012
2012,1,7,4,30,10.700000000000001,0,0,0,0.14,0.8,1013
2012,1,7,5,0,10.5,0,0,0,0.14,0.8,1013
2012,1,7,5,30,10.600000000000001,0,0,0,0.14,1,1013
2012,1,7,6,0,10.600000000000001,0,0,0,0.14,1.1,1013
2012,1,7,6,30,11.100000000000001,0,0,0,0.14,1.5,1013
2012,1,7,7,0,11.600000000000001,3,3,0,0.14,1.9000000000000001,1013
2012,1,7,7,30,12.5,39,51,104,0.14,2.2,1014
2012,1,7,8,0,13.3,74,80,30,0.14,2.5,1014
2012,1,7,8,30,14.100000000000001,113,136,80,0.14,2.3000000000000003,1014
2012,1,7,9,0,14.9,150,196,130,0.14,2.1,1014
2012,1,7,9,30,15.600000000000001,182,255,172,0.14,1.9000000000000001,1014
2012,1,7,10,0,16.3,200,336,286,0.14,1.8,1014
2012,1,7,10,30,16.8,236,318,157,0.14,1.9000000000000001,1014
2012,1,7,11,0,17.2,87,580,896,0.14,1.9000000000000001,1013
2012,1,7,11,30,17.3,264,346,145,0.14,2,1013
2012,1,7,12,0,17.400000000000002,267,357,158,0.14,2.1,1012
2012,1,7,12,30,17.3,246,280,61,0.14,2.1,1012
2012,1,7,13,0,17.3,239,383,267,0.14,2.1,1012
2012,1,7,13,30,17.1,160,434,541,0.14,2,1012
2012,1,7,14,0,16.8,188,329,306,0.14,2,1012
2012,1,7,14,30,16.400000000000002,162,271,271,0.14,1.8,1012
2012,1,7,15,0,15.9,72,313,725,0.14,1.7000000000000002,1012
2012,1,7,15,30,15.9,62,225,640,0.14,1.7000000000000002,1012
2012,1,7,16,0,13.9,54,131,454,0.14,1.1,1012
2012,1,7,16,30,13.200000000000001,28,32,45,0.14,1.1,1012
2012,1,7,17,0,12.5,0,0,0,0.14,1,1013
2012,1,7,17,30,12.200000000000001,0,0,0,0.14,1.1,1013
2012,1,7,18,0,11.9,0,0,0,0.14,1.3,1013
2012,1,7,18,30,11.9,0,0,0,0.14,1.4000000000000001,1013
2012,1,7,19,0,11.9,0,0,0,0.14,1.5,1014
2012,1,7,19,30,12,0,0,0,0.14,1.5,1014
2012,1,7,20,0,12.100000000000001,0,0,0,0.14,1.5,1014
2012,1,7,20,30,12,0,0,0,0.14,1.5,1014
2012,1,7,21,0,12,0,0,0,0.14,1.5,1014
2012,1,7,21,30,11.9,0,0,0,0.14,1.6,1014
2012,1,7,22,0,11.9,0,0,0,0.14,1.7000000000000002,1014
2012,1,7,22,30,11.9,0,0,0,0.14,1.7000000000000002,1014
2012,1,7,23,0,11.9,0,0,0,0.14,1.8,1014
2012,1,7,23,30,11.9,0,0,0,0.14,1.8,1014
2012,1,8,0,0,12,0,0,0,0.14,1.8,1014
2012,1,8,0,30,12,0,0,0,0.14,1.8,1014
2012,1,8,1,0,12,0,0,0,0.14,1.9000000000000001,1015
2012,1,8,1,30,12,0,0,0,0.14,2,1015
2012,1,8,2,0,12.100000000000001,0,0,0,0.14,2.1,1015
2012,1,8,2,30,12.100000000000001,0,0,0,0.14,2.2,1015
2012,1,8,3,0,12,0,0,0,0.14,2.2,1015
2012,1,8,3,30,12,0,0,0,0.14,2.2,1015
2012,1,8,4,0,12,0,0,0,0.14,2.2,1015
2012,1,8,4,30,12,0,0,0,0.14,2.2,1015
2012,1,8,5,0,11.9,0,0,0,0.14,2.2,1016
2012,1,8,5,30,11.9,0,0,0,0.14,2.3000000000000003,1016
2012,1,8,6,0,11.8,0,0,0,0.14,2.3000000000000003,1016
2012,1,8,6,30,12.3,0,0,0,0.14,2.2,1017
2012,1,8,7,0,12.9,11,15,191,0.14,2.2,1017
2012,1,8,7,30,14.100000000000001,39,53,132,0.14,2.4000000000000004,1017
2012,1,8,8,0,15.3,76,101,125,0.14,2.6,1018
2012,1,8,8,30,16.1,111,166,197,0.14,3,1018
2012,1,8,9,0,16.900000000000002,140,238,276,0.14,3.5,1018
2012,1,8,9,30,17.6,64,445,901,0.14,3.7,1018
2012,1,8,10,0,18.2,69,512,928,0.14,3.8000000000000003,1018
2012,1,8,10,30,18.7,72,566,950,0.14,3.7,1017
2012,1,8,11,0,19.1,76,604,958,0.14,3.7,1017
2012,1,8,11,30,19.5,77,623,959,0.14,3.5,1016
2012,1,8,12,0,19.8,79,628,955,0.14,3.4000000000000004,1016
2012,1,8,12,30,19.900000000000002,224,455,408,0.14,3.4000000000000004,1015
2012,1,8,13,0,20.1,78,589,939,0.14,3.3000000000000003,1015
2012,1,8,13,30,20.1,76,545,922,0.14,3.2,1015
2012,1,8,14,0,20,73,487,895,0.14,3.1,1015
2012,1,8,14,30,19.5,68,415,858,0.14,2.9000000000000004,1015
2012,1,8,15,0,19,62,333,806,0.14,2.6,1015
2012,1,8,15,30,19,54,242,727,0.14,2.6,1015
2012,1,8,16,0,15.8,44,146,591,0.14,2.1,1016
2012,1,8,16,30,15,27,58,378,0.14,2.2,1016
2012,1,8,17,0,14.3,0,0,0,0.14,2.2,1017
2012,1,8,17,30,14.100000000000001,0,0,0,0.14,2.2,1017
2012,1,8,18,0,13.9,0,0,0,0.14,2.2,1018
2012,1,8,18,30,13.8,0,0,0,0.14,2.1,1018
2012,1,8,19,0,13.8,0,0,0,0.14,2,1018
2012,1,8,19,30,13.8,0,0,0,0.14,1.8,1018
2012,1,8,20,0,13.8,0,0,0,0.14,1.6,1019
2012,1,8,20,30,13.9,0,0,0,0.14,1.5,1019
2012,1,8,21,0,13.9,0,0,0,0.14,1.4000000000000001,1019
2012,1,8,21,30,13.9,0,0,0,0.14,1.4000000000000001,1019
2012,1,8,22,0,13.8,0,0,0,0.14,1.4000000000000001,1019
2012,1,8,22,30,13.700000000000001,0,0,0,0.14,1.4000000000000001,1019
2012,1,8,23,0,13.5,0,0,0,0.14,1.4000000000000001,1019
2012,1,8,23,30,13.3,0,0,0,0.14,1.4000000000000001,1019
2012,1,9,0,0,13.100000000000001,0,0,0,0.14,1.4000000000000001,1019
2012,1,9,0,30,13,0,0,0,0.14,1.3,1019
2012,1,9,1,0,13,0,0,0,0.14,1.3,1019
2012,1,9,1,30,13,0,0,0,0.14,1.2000000000000002,1019
